Technique ID,Technique Name,Is Sub-Technique,Parent Technique ID,Parent Technique Name,Tactics,Platforms,Data Components,Data Component Count,Log Sources,Log Source Count,Threat Groups Using This Technique,Threat Group Count
T1112,Modify Registry,False,,,"Defense Evasion, Persistence",Windows,"Process Creation
Windows Registry Key Modification",2,WinEventLog:Sysmon,1,"APT19, APT32, APT38, APT41, APT42, Aquatic Panda, BlackByte, Blue Mockingbird, Dragonfly, Earth Lusca, Ember Bear, FIN8, Gamaredon Group, Gorgon Group, Indrik Spider, Kimsuky, Lotus Blossom, LuminousMoth, Magic Hound, Medusa Group, OilRig, Patchwork, Saint Bear, Silence, TA505, Threat Group-3390, Turla, Volt Typhoon, Wizard Spider",29
T1113,Screen Capture,False,,,Collection,"Linux, Windows, macOS","Module Load
Process Creation",2,"WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",3,"APT28, APT39, APT42, BRONZE BUTLER, Dark Caracal, Dragonfly, FIN7, GOLD SOUTHFIELD, Gamaredon Group, Group5, Kimsuky, Magic Hound, MoustachedBouncer, MuddyWater, OilRig, Silence, Volt Typhoon, Winter Vivern",18
T1114,Email Collection,False,,,Collection,"Linux, Office Suite, Windows, macOS","Application Log Content
Command Execution
File Access
Logon Session Creation
Network Connection Creation
Network Share Access
Process Creation",7,"WinEventLog:Application
WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
azure:ad
linux:osquery
linux:syslog
m365:exchange
m365:unified
macos:endpointsecurity
macos:unifiedlog",12,"Ember Bear, Magic Hound, Scattered Spider, Silent Librarian",4
T1114.001,Email Collection: Local Email Collection,True,T1114,Email Collection,Collection,Windows,"File Access
File Creation
Network Connection Creation
Process Creation",4,"WinEventLog:Security
WinEventLog:Sysmon",2,"APT1, Chimera, Magic Hound, RedCurl, Sea Turtle, Winter Vivern",6
T1114.002,Email Collection: Remote Email Collection,True,T1114,Email Collection,Collection,"Office Suite, Windows","Application Log Content
Command Execution
Logon Session Creation
Network Connection Creation",4,"WinEventLog:PowerShell
WinEventLog:Sysmon
azure:signinlogs
m365:purview
m365:unified",5,"APT1, APT28, APT29, Chimera, Dragonfly, FIN4, HAFNIUM, Ke3chang, Kimsuky, Leafminer, Magic Hound, Star Blizzard",12
T1114.003,Email Collection: Email Forwarding Rule,True,T1114,Email Collection,Collection,"Linux, Office Suite, Windows, macOS","Application Log Content
Cloud Service Metadata
Command Execution
File Modification
Process Creation",5,"WinEventLog:PowerShell
WinEventLog:Security
auditd:SYSCALL
fs:plist_monitoring
linux:cli
m365:exchange
m365:messagetrace
m365:unified
macos:unifiedlog",9,"Kimsuky, LAPSUS$, Scattered Spider, Silent Librarian, Star Blizzard",5
T1115,Clipboard Data,False,,,Collection,"Linux, Windows, macOS","Process Access
Process Creation",2,"WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",3,"APT38, APT39, OilRig",3
T1119,Automated Collection,False,,,Collection,"IaaS, Linux, Office Suite, SaaS, Windows, macOS","File Access
File Creation
Process Creation
Script Execution
User Account Authentication",5,"WinEventLog:Sysmon
auditd:SYSCALL
azure:signinlogs
macos:unifiedlog",4,"APT1, APT28, Agrius, Chimera, Confucius, Ember Bear, FIN5, FIN6, Gamaredon Group, HAFNIUM, Ke3chang, Mustang Panda, OilRig, Patchwork, RedCurl, Sidewinder, Threat Group-3390, Tropic Trooper, Winter Vivern, menuPass",20
T1120,Peripheral Device Discovery,False,,,Discovery,"Linux, Windows, macOS","Drive Access
File Access
Process Access
Process Creation",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
linux:osquery
macos:osquery
macos:unifiedlog",6,"APT28, APT37, BackdoorDiplomacy, Equation, Gamaredon Group, OilRig, TeamTNT, Turla, Volt Typhoon",9
T1123,Audio Capture,False,,,Collection,"Linux, Windows, macOS","File Access
File Creation
OS API Execution
Process Access
Process Creation",5,"Apple TCC Logs
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
fs:fsusage
linux:Sysmon
macos:unifiedlog",7,APT37,1
T1124,System Time Discovery,False,,,Discovery,"ESXi, Linux, Network Devices, Windows, macOS","Command Execution
File Creation
File Modification
Module Load
OS API Execution
Process Access
Process Creation
Process Metadata
Scheduled Job Creation
Scheduled Job Metadata
User Account Authentication",11,"EDR:Telemetry
WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
WinEventLog:TaskScheduler
auditd:SYSCALL
esxi:hostd
esxi:shell
esxi:syslog
etw:Microsoft-Windows-Kernel-Process
linux:cron
linux:syslog
macos:unifiedlog
networkdevice:config
networkdevice:syslog",15,"BRONZE BUTLER, CURIUM, Chimera, Darkhotel, FIN7, Higaisa, Lazarus Group, Sidewinder, The White Company, Turla, UNC3886, Volt Typhoon, ZIRCONIUM",13
T1125,Video Capture,False,,,Collection,"Linux, Windows, macOS","Command Execution
File Access
File Creation
Module Load
Network Connection Creation
Network Traffic Content
OS API Execution
Process Creation
Process Metadata",9,"NSM:Flow
WinEventLog:Microsoft-Windows-Windows Camera Frame Server/Operational
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
linux:osquery
linux:syslog
macos:endpointsecurity
macos:unifiedlog",9,"Ember Bear, FIN7, Silence",3
T1127,Trusted Developer Utilities Proxy Execution,False,,,Defense Evasion,Windows,"File Creation
Module Load
Network Connection Creation
Process Creation
Process Metadata",5,"WinEventLog:AppLocker
WinEventLog:Security
WinEventLog:Sysmon",3,,0
T1127.001,Trusted Developer Utilities Proxy Execution: MSBuild,True,T1127,Trusted Developer Utilities Proxy Execution,Defense Evasion,Windows,"File Creation
Module Load
Network Connection Creation
Process Access
Process Creation
Process Metadata
Process Modification
Script Execution",8,"EDR:AMSI
WinEventLog:Microsoft-Windows-CodeIntegrity/Operational
WinEventLog:Security
WinEventLog:Sysmon",4,,0
T1127.002,Trusted Developer Utilities Proxy Execution: ClickOnce,True,T1127,Trusted Developer Utilities Proxy Execution,Defense Evasion,Windows,"Module Load
Process Creation
Process Metadata",3,"WinEventLog:Microsoft-Windows-Security-Mitigations/KernelMode
WinEventLog:Security
WinEventLog:Sysmon",3,,0
T1127.003,Trusted Developer Utilities Proxy Execution: JamPlus,True,T1127,Trusted Developer Utilities Proxy Execution,Defense Evasion,Windows,"File Creation
Network Connection Creation
Process Creation
Process Metadata",4,"WinEventLog:Microsoft-Windows-CodeIntegrity/Operational
WinEventLog:Security
WinEventLog:Sysmon",3,,0
T1129,Shared Modules,False,,,Execution,"Linux, Windows, macOS","File Access
File Creation
Module Load
Network Connection Creation
Network Traffic Content
Process Creation
Process Metadata",7,"NSM:Flow
WinEventLog:Microsoft-Windows-CodeIntegrity/Operational
WinEventLog:Security
WinEventLog:Sysmon
auditd:EXECVE
auditd:SYSCALL
linux:syslog
macos:endpointsecurity
macos:unifiedlog",9,Mustang Panda,1
T1132,Data Encoding,False,,,Command and Control,"ESXi, Linux, Windows, macOS","Command Execution
Network Connection Creation
Network Traffic Content
Process Creation
User Account Authentication",5,"ESXiLogs:authlog
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
esxi:shell
esxi:vmkernel
linux:syslog
macos:unifiedlog",8,Velvet Ant,1
T1132.001,Data Encoding: Standard Encoding,True,T1132,Data Encoding,Command and Control,"ESXi, Linux, Windows, macOS","Application Log Content
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation
Script Execution",6,"M365Defender:DeviceNetworkEvents
NSM:Flow
NSX:FlowLogs
PF:Logs
WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:shell
macos:unifiedlog",11,"APT19, APT33, APT42, BRONZE BUTLER, HAFNIUM, Lazarus Group, MuddyWater, Patchwork, Sandworm Team, TA551, Tropic Trooper",11
T1132.002,Data Encoding: Non-Standard Encoding,True,T1132,Data Encoding,Command and Control,"ESXi, Linux, Windows, macOS","Application Log Content
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation
Script Execution",6,"NSM:Flow
PF:Logs
WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
esxi:hostd
esxi:shell
m365:defender
macos:endpointsecurity",10,,0
T1133,External Remote Services,False,,,"Initial Access, Persistence","Containers, Linux, Windows, macOS","Application Log Content
Logon Session Metadata
Network Connection Creation
Network Traffic Flow
User Account Authentication",5,"ApplicationLog:API
NSM:Connections
NSM:Flow
PF:Logs
WinEventLog:Application
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
kubernetes:audit
macos:unifiedlog",10,"APT18, APT28, APT29, APT41, Akira, Chimera, Dragonfly, Ember Bear, FIN13, FIN5, GALLIUM, GOLD SOUTHFIELD, Ke3chang, Kimsuky, LAPSUS$, Leviathan, OilRig, Play, Sandworm Team, Scattered Spider, Sea Turtle, TeamTNT, Threat Group-3390, Velvet Ant, Volt Typhoon, Wizard Spider",26
T1134,Access Token Manipulation,False,,,"Defense Evasion, Privilege Escalation",Windows,"Active Directory Object Modification
Logon Session Metadata
OS API Execution
Process Access
Process Creation",5,"ETW:Token
WinEventLog:Security
WinEventLog:Sysmon",3,"Blue Mockingbird, FIN6, Lotus Blossom",3
T1134.001,Access Token Manipulation: Token Impersonation/Theft,True,T1134,Access Token Manipulation,"Defense Evasion, Privilege Escalation",Windows,"OS API Execution
Process Access
Process Creation",3,"ETW:Token
WinEventLog:Security
WinEventLog:Sysmon",3,"APT28, FIN8",2
T1134.002,Access Token Manipulation: Create Process with Token,True,T1134,Access Token Manipulation,"Defense Evasion, Privilege Escalation",Windows,"Active Directory Object Modification
Logon Session Metadata
OS API Execution
Process Access
Process Creation",5,"ETW:ProcThread
WinEventLog:Security
WinEventLog:Sysmon",3,"Lazarus Group, Turla",2
T1134.003,Access Token Manipulation: Make and Impersonate Token,True,T1134,Access Token Manipulation,"Defense Evasion, Privilege Escalation",Windows,"Logon Session Metadata
OS API Execution
Process Creation",3,"WinEventLog:Security
etw:Microsoft-Windows-Security-Auditing",2,"BlackByte, FIN13",2
T1134.004,Access Token Manipulation: Parent PID Spoofing,True,T1134,Access Token Manipulation,"Defense Evasion, Privilege Escalation",Windows,"OS API Execution
Process Creation
Process Metadata",3,"WinEventLog:Security
etw:Microsoft-Windows-Kernel-Process",2,,0
T1134.005,Access Token Manipulation: SID-History Injection,True,T1134,Access Token Manipulation,"Defense Evasion, Privilege Escalation",Windows,"Active Directory Object Modification
OS API Execution
User Account Metadata",3,"WinEventLog:Security
etw:Microsoft-Windows-Directory-Services-SAM",2,,0
T1135,Network Share Discovery,False,,,Discovery,"Linux, Windows, macOS","Command Execution
Named Pipe Metadata
Network Connection Creation
Network Traffic Flow
OS API Execution
Process Creation",6,"NSM:Firewall
NSM:Flow
WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
etw:Microsoft-Windows-RPC
macos:endpointsecurity
macos:unifiedlog",9,"APT1, APT32, APT38, APT39, APT41, BlackByte, Chimera, DarkVishnya, Dragonfly, FIN13, INC Ransom, Medusa Group, Sowbug, Tonto Team, Tropic Trooper, Wizard Spider",16
T1136,Create Account,False,,,Persistence,"Containers, ESXi, IaaS, Identity Provider, Linux, Network Devices, Office Suite, SaaS, Windows, macOS","Command Execution
File Modification
Process Creation
User Account Creation
User Account Modification",5,"AWS:CloudTrail
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
azure:audit
macos:unifiedlog",6,"Indrik Spider, Salt Typhoon, Scattered Spider",3
T1136.001,Create Account: Local Account,True,T1136,Create Account,Persistence,"Containers, ESXi, Linux, Network Devices, Windows, macOS","Command Execution
File Modification
Process Creation
User Account Creation",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
ebpf:syscalls
esxi:vmkernel
macos:unifiedlog
networkdevice:syslog",7,"APT3, APT39, APT41, APT5, Daggerfly, Dragonfly, FIN13, Fox Kitten, Indrik Spider, Kimsuky, Leafminer, Magic Hound, TeamTNT, Wizard Spider",14
T1136.002,Create Account: Domain Account,True,T1136,Create Account,Persistence,"Linux, Windows, macOS","Command Execution
Logon Session Creation
Process Creation
User Account Authentication
User Account Creation",5,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",5,"BlackByte, GALLIUM, HAFNIUM, Medusa Group, Wizard Spider",5
T1136.003,Create Account: Cloud Account,True,T1136,Create Account,Persistence,"IaaS, Identity Provider, Office Suite, SaaS","Group Modification
User Account Authentication
User Account Creation
User Account Modification",4,"AWS:CloudTrail
azure:audit
azure:signinlogs
m365:unified
saas:zoom",5,"APT29, LAPSUS$",2
T1137,Office Application Startup,False,,,Persistence,"Office Suite, Windows","Application Log Content
File Creation
Process Creation
User Account Modification
Windows Registry Key Modification",5,"WinEventLog:Application
WinEventLog:Sysmon
m365:mailboxaudit
m365:unified",4,"APT32, Gamaredon Group",2
T1137.001,Office Application Startup: Office Template Macros,True,T1137,Office Application Startup,Persistence,"Office Suite, Windows","Command Execution
File Creation
File Metadata
Process Creation
Windows Registry Key Modification",5,"WinEventLog:Microsoft-Office-Alerts
WinEventLog:Sysmon
m365:unified",3,MuddyWater,1
T1137.002,Office Application Startup: Office Test,True,T1137,Office Application Startup,Persistence,"Office Suite, Windows","Command Execution
File Creation
Module Load
Process Creation
Windows Registry Key Modification",5,"WinEventLog:Microsoft-Office-Alerts
WinEventLog:Sysmon
m365:office
m365:unified",4,APT28,1
T1137.003,Office Application Startup: Outlook Forms,True,T1137,Office Application Startup,Persistence,"Office Suite, Windows","Application Log Content
Command Execution
Module Load
Process Creation",4,"WinEventLog:Application
WinEventLog:PowerShell
WinEventLog:Sysmon
m365:messagetrace
m365:unified",5,,0
T1137.004,Office Application Startup: Outlook Home Page,True,T1137,Office Application Startup,Persistence,"Office Suite, Windows","Application Log Content
Command Execution
Module Load
Process Creation",4,"WinEventLog:Application
WinEventLog:PowerShell
WinEventLog:Sysmon
m365:messagetrace
m365:unified",5,OilRig,1
T1137.005,Office Application Startup: Outlook Rules,True,T1137,Office Application Startup,Persistence,"Office Suite, Windows","Application Log Content
Command Execution
Module Load
Process Creation",4,"WinEventLog:Application
WinEventLog:PowerShell
WinEventLog:Sysmon
m365:messagetrace
m365:unified",5,,0
T1137.006,Office Application Startup: Add-ins,True,T1137,Office Application Startup,Persistence,"Office Suite, Windows","Application Log Content
Command Execution
File Creation
File Modification
Process Creation
Windows Registry Key Modification",6,"WinEventLog:Application
WinEventLog:Microsoft-Office/OutlookAddinMonitor
WinEventLog:Sysmon",3,Naikon,1
T1140,Deobfuscate/Decode Files or Information,False,,,Defense Evasion,"ESXi, Linux, Windows, macOS","Command Execution
File Creation
Process Access
Process Creation",4,"WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",3,"APT19, APT28, APT38, APT39, Agrius, BRONZE BUTLER, BlackByte, Cinnamon Tempest, Darkhotel, Earth Lusca, FIN13, FIN7, Gamaredon Group, Gorgon Group, Higaisa, Ke3chang, Kimsuky, Lazarus Group, Leviathan, Malteiro, Molerats, Moonstone Sleet, MuddyWater, Mustang Panda, OilRig, Rocke, Sandworm Team, Storm-1811, TA505, TeamTNT, Threat Group-3390, Tropic Trooper, Turla, Volt Typhoon, WIRTE, Winter Vivern, ZIRCONIUM, menuPass",38
T1176,Software Extensions,False,,,Persistence,"Linux, Windows, macOS","Command Execution
File Creation
Network Connection Creation
Network Traffic Flow
Process Creation
Windows Registry Key Modification",6,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
fs:fileevents
macos:unifiedlog",6,,0
T1176.001,Software Extensions: Browser Extensions,True,T1176,Software Extensions,Persistence,"Linux, Windows, macOS","Command Execution
File Access
File Creation
Network Connection Creation
Network Traffic Content
Process Creation
Windows Registry Key Modification",7,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",5,Kimsuky,1
T1176.002,Software Extensions: IDE Extensions,True,T1176,Software Extensions,Persistence,"Linux, Windows, macOS","File Creation
Network Connection Creation
Network Traffic Flow
Process Creation",4,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",5,Mustang Panda,1
T1185,Browser Session Hijacking,False,,,Collection,Windows,"Logon Session Creation
Logon Session Metadata
Module Load
Network Connection Creation
Process Access
Process Modification
User Account Metadata",7,"WinEventLog:Security
WinEventLog:Sysmon",2,Kimsuky,1
T1187,Forced Authentication,False,,,Credential Access,Windows,"File Creation
File Modification
Network Traffic Content
Network Traffic Flow",4,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon",3,"DarkHydrus, Dragonfly",2
T1189,Drive-by Compromise,False,,,Initial Access,"Identity Provider, Linux, Windows, macOS","Application Log Content
File Creation
Logon Session Creation
Network Connection Creation
Network Traffic Content
Process Creation
Process Modification
User Account Authentication
User Account Metadata",9,"AWS:CloudTrail
NSM:Connections
NSM:Flow
WinEventLog:Application
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
azure:signinlogs
etw:Microsoft-Windows-Kernel-Process
linux:Sysmon
linux:syslog
m365:unified
macos:unifiedlog
saas:auth",14,"APT19, APT28, APT32, APT37, APT38, Andariel, Axiom, BRONZE BUTLER, CURIUM, Daggerfly, Dark Caracal, Darkhotel, Dragonfly, Earth Lusca, Elderwood, Lazarus Group, Leafminer, Leviathan, Machete, Magic Hound, Mustard Tempest, PLATINUM, PROMETHIUM, Patchwork, RTM, Threat Group-3390, Transparent Tribe, Turla, Windigo, Windshift, Winter Vivern",31
T1190,Exploit Public-Facing Application,False,,,Initial Access,"Containers, ESXi, IaaS, Linux, Network Devices, Windows, macOS","Application Log Content
Module Load
Network Connection Creation
Network Traffic Content
Network Traffic Flow
Process Creation",6,"ALB:HTTPLogs
AWS:VPCFlowLogs
ApplicationLog:IIS
ApplicationLog:Ingress
ApplicationLog:WebServer
NSM:Flow
WinEventLog:Sysmon
auditd:SYSCALL
docker:events
esxi:hostd
macos:unifiedlog
networkdevice:controlplane",12,"APT28, APT29, APT39, APT41, APT5, Agrius, Axiom, BackdoorDiplomacy, BlackByte, BlackTech, Blue Mockingbird, Cinnamon Tempest, Dragonfly, Earth Lusca, Ember Bear, FIN13, FIN7, Fox Kitten, GALLIUM, GOLD SOUTHFIELD, HAFNIUM, INC Ransom, Ke3chang, Kimsuky, Leviathan, Magic Hound, Medusa Group, Moses Staff, MuddyWater, Play, Rocke, Salt Typhoon, Sandworm Team, Sea Turtle, Storm-0501, Threat Group-3390, ToddyCat, UNC3886, Volatile Cedar, Volt Typhoon, Winter Vivern, menuPass",42
T1195,Supply Chain Compromise,False,,,Initial Access,"Linux, SaaS, Windows, macOS","File Creation
File Metadata
File Modification
Module Load
Network Traffic Flow
Process Creation
Process Modification",7,"NSM:Flow
WinEventLog:Microsoft-Windows-CodeIntegrity/Operational
WinEventLog:Sysmon
auditd:SYSCALL
journald:package
macos:endpointsecurity
macos:osquery
macos:unifiedlog",8,"Ember Bear, OilRig, Sandworm Team",3
